,house,department,census_tract,country,hh_size,migrant_num,wealth_index,remit,lat,long,lat_SPEI,long_SPEI,pop_cent_lat,pop_cent_long,intensity,magnitude,duration,frequency,severity,dispersion,area,NDVI_mean,SVI_severity
109,276,dakar,liberte 6,senegal,5,3,2.74968751932925,1.0,14.73104,-17.46105,14.75,-17.45,14.72402296,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09401770258871438,0.0
110,161,dakar,hlm 6 nimzat,senegal,4,2,2.08055726076615,1.0,14.72704,-17.4436,14.75,-17.45,14.72402296,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09401770258871438,0.0
111,1848,st-louis,sor nord,senegal,5,2,1.40322693951012,1.0,16.03200409,-16.47188231,16.05,-16.45,16.0110665,-16.45109143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1125913448397688,0.0
112,1769,kolda,damanssou,senegal,11,0,1.31262811454324,,12.90032016,-14.9476098,12.9,-14.95,12.89534328,-14.93936134,-1.5743701060612998,-1.7277136643727622,1.6666666666666667,0.4,-2.6800917585690813,1.1000000000000005,137391473.71938,0.2440006572033382,0.8576594875146355
113,534,dakar,hlm 5,senegal,10,3,2.37824305804586,0.0,,,,,14.72402296,-17.45998489,,,,,,,,,
114,397,guediawaye,cite des enseignants,senegal,6,2,1.45857392305169,1.0,14.77683245,-17.40519022,14.8,-17.4,14.77734506,-17.39599836,-1.726071834564209,-1.726071834564209,2.0,0.3,-3.452143669128418,-0.30000000000000004,141962.16483858545,,0.20241083987855846
115,209,dakar,sacre coeur 1,senegal,9,0,2.73037622714301,,14.7166,-17.4627,14.7,-17.45,14.72094534,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
116,866,diourbel,medinatoul nord,senegal,18,2,2.56499841554815,1.0,14.65733141,-16.23486005,14.65,-16.25,14.66195934,-16.23192106,-1.4404619137446086,-1.4663568337758381,1.3333333333333333,0.3,-1.9705688158671062,-0.30000000000000004,24261947.253483657,0.18154962561663165,0.9397827410080014
117,737,gossas,keur el hadji,senegal,21,2,-0.0124676112183308,1.0,14.49623916,-16.0640894,14.5,-16.05,14.50274052,-16.09656209,-1.492220938205719,-1.5602096319198608,1.5,0.2,-2.2927871346473694,-0.19999999999999973,31678417.24061081,0.18438455557915162,1.6016210146605447
118,113,pikine,cite lobatt fall,senegal,10,1,2.55892911748352,1.0,14.74682,-17.40995,14.75,-17.4,14.74391863,-17.39599836,-1.7305097579956055,-1.7305097579956055,2.0,0.3,-3.461019515991211,-0.30000000000000004,141962.16483858545,0.09267427379510108,0.7838869958309896
119,641,dakar,hlm 4,senegal,15,1,1.7388702637482,1.0,14.71207849,-17.44431032,14.7,-17.45,14.72094534,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
120,342,thies,mbour i,senegal,4,0,1.55980478956426,,14.68562239,-17.45034661,14.7,-17.45,14.66195934,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
121,137,thies,hersent,senegal,4,2,3.28521366625875,1.0,14.77685,-16.90942,14.8,-16.9,14.77734506,-16.92877566,-1.4228967626889546,-1.4358910918235779,1.3333333333333333,0.4,-1.9581006169319153,0.10000000000000031,34648587.38017581,0.1837446606269343,-0.08031632617172867
122,1751,bakel,mouderi,senegal,44,6,0.211919376323183,1.0,15.06857796,-12.59097186,15.05,-12.6,15.03429087,-12.41480008,-1.3424674719572067,-1.3781270533800125,1.625,0.5,-2.2130324244499207,-0.09999999999999998,99944014.9799662,0.16096586986888756,1.11048902223051
123,1529,kanel,yirla,senegal,21,0,2.50662219310694,,15.60553632,-13.18272101,15.6,-13.2,15.6680352,-13.36263999,-1.4116553664207458,-1.452582210302353,1.5,0.5,-2.1102508902549744,-0.09999999999999998,78012009.70762073,0.13519375546941367,0.1283600367391009
124,1015,louga,keur serigne louga s,senegal,9,1,1.92524498939435,1.0,,,,,14.72402296,-17.45998489,,,,,,,,,
125,540,dakar,hlm 5,senegal,5,1,2.01066673864884,1.0,,,,,14.72402296,-17.45998489,,,,,,,,,
126,391,mbour,thiarene h2,senegal,7,1,-2.62708154379858,0.0,15.7668346,-13.47659022,15.75,-13.5,15.71702669,-13.36263999,-1.3889042735099792,-1.4455137252807617,1.5,0.4,-2.0787097215652466,-0.3999999999999999,81459134.1193917,0.15360246360851137,0.043840330608703224
127,1135,kaolack,raymon hamady baid,senegal,8,0,-2.72809531036566,,13.95111667,-16.14733245,13.95,-16.15,13.9817835,-16.18754008,-1.5457744598388672,-1.638177514076233,2.0,0.1,-3.0915489196777344,-0.09999999999999998,40611737.75569371,0.20103158538804963,1.4886309974495417
128,1621,matam,wodabe,senegal,11,0,-4.35996919767323,,15.54077403,-13.24904558,15.55,-13.25,15.6680352,-13.36263999,-1.421538233757019,-1.421538233757019,1.0,0.4,-1.421538233757019,0.10000000000000009,25482874.922935735,0.14071257896116265,0.17870419711314503
129,1802,sedhiou,sare seiny diallo,senegal,16,1,-4.35753515034197,1.0,13.08996882,-15.08650342,13.1,-15.1,13.09404416,-14.93936134,-1.417853527598911,-1.523751205868191,1.5,0.6,-2.334517889552646,0.7333333333333332,125165305.56623083,0.24607206125133083,0.4552463343597464
130,878,fatick,berefji de diane,senegal,3,2,-4.09954382304021,1.0,14.5609965,-16.33790165,14.55,-16.35,14.50274052,-16.39672928,-1.4299193620681763,-1.4519524574279785,1.5,0.2,-2.2271275520324707,-0.19999999999999973,31678417.24061081,0.1853502204038461,1.3922576016329171
131,1635,nioro,keur amath drame,senegal,10,1,-3.04417178985243,1.0,13.78607662,-15.79470889,13.8,-15.8,13.7751637,-15.78133054,-1.382529765367508,-1.3989005386829376,1.25,0.3,-1.8861394226551056,0.3666666666666667,50659863.85210458,0.20054917235513914,-0.33302045838406835
132,1613,matam,wodabe,senegal,8,1,-4.28074147297397,0.0,15.54077403,-13.24904558,15.55,-13.25,15.6680352,-13.36263999,-1.421538233757019,-1.421538233757019,1.0,0.4,-1.421538233757019,0.10000000000000009,25482874.922935735,0.14071257896116265,0.17870419711314503
133,1798,sedhiou,boufaraghor,senegal,3,0,-3.48070211472796,,13.22542691,-15.64955829,13.25,-15.65,13.1909904,-15.63622426,-1.929285705089569,-2.2999011278152466,3.0,0.2,-5.7878570556640625,-0.19999999999999973,71245694.11650519,0.23977122198783726,1.5988430947993189
134,1389,matam,mbanane,senegal,6,0,-4.13431268742331,,15.65658872,-13.38544875,15.65,-13.4,15.6680352,-13.36263999,-1.3486642241477966,-1.4107391834259033,1.75,0.4,-2.331062525510788,-0.3999999999999999,77561722.88975699,0.14697052153199802,0.18397658772327302
135,1143,kaolack,paymar amady baidy,senegal,15,1,-3.04124760079003,1.0,13.95111667,-16.14733245,13.95,-16.15,13.9817835,-16.18754008,-1.5457744598388672,-1.638177514076233,2.0,0.1,-3.0915489196777344,-0.09999999999999998,40611737.75569371,0.20103158538804963,1.4886309974495417
136,1721,bignona,kouba,senegal,8,0,-3.52323245393006,,12.86870668,-16.64374447,12.85,-16.65,12.89534328,-16.73379647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14805049243306814,0.0
137,1794,sedhiou,badending doulo,senegal,4,2,-2.28087104410956,1.0,13.11899479,-15.37373823,13.1,-15.35,13.09404416,-15.40508637,-1.5763221780459085,-1.8153448104858398,2.5,0.4,-4.177141586939494,1.1000000000000005,157071559.02586952,0.2482326212053909,1.2338373361665687
138,382,mbour,thiarene h2,senegal,16,0,-2.76036836382586,,15.7668346,-13.47659022,15.75,-13.5,15.71702669,-13.36263999,-1.3889042735099792,-1.4455137252807617,1.5,0.4,-2.0787097215652466,-0.3999999999999999,81459134.1193917,0.15360246360851137,0.043840330608703224
139,870,fatick,beredji de diane,senegal,1,0,-3.91086860070395,,,,,,14.72402296,-17.45998489,,,,,,,,,
140,1623,matam,wodabe,senegal,11,1,-3.82861394520705,0.0,15.54077403,-13.24904558,15.55,-13.25,15.6680352,-13.36263999,-1.421538233757019,-1.421538233757019,1.0,0.4,-1.421538233757019,0.10000000000000009,25482874.922935735,0.14071257896116265,0.17870419711314503
141,383,mbour,thiarene h2,senegal,3,0,-3.55835825041385,,15.7668346,-13.47659022,15.75,-13.5,15.71702669,-13.36263999,-1.3889042735099792,-1.4455137252807617,1.5,0.4,-2.0787097215652466,-0.3999999999999999,81459134.1193917,0.15360246360851137,0.043840330608703224
142,1737,bakel,ndiaye counda,senegal,5,0,-3.05557369902596,1.0,14.1372415,-15.49080373,14.15,-15.5,14.13637726,-15.5307987,-1.5200930833816528,-1.6106274127960205,2.0,0.2,-3.0401861667633057,-0.19999999999999973,30258285.749561816,0.19275533250256532,1.8791337657119103
143,1391,matam,mbanane,senegal,6,0,-4.79844904421329,,15.65658872,-13.38544875,15.65,-13.4,15.6680352,-13.36263999,-1.3486642241477966,-1.4107391834259033,1.75,0.4,-2.331062525510788,-0.3999999999999999,77561722.88975699,0.14697052153199802,0.18397658772327302
144,1155,nioro,sonkorong,senegal,10,0,-2.36833352900427,,13.76929622,-15.58749555,13.75,-15.6,13.7751637,-15.63622426,-1.5440368354320526,-1.5532322824001312,1.25,0.3,-2.0659200847148895,0.3666666666666667,50659863.85210458,0.19663758423320404,-0.08080332217535056
145,1788,sedhiou,sare demba,senegal,10,0,-3.12182792553833,,12.83614418,-15.13488937,12.85,-15.15,12.89534328,-15.27583107,-1.4716616074244182,-1.5786840518315632,1.5,0.4,-2.342292586962382,0.10000000000000031,143292587.00082025,0.24892230486613992,0.48504644366242156
146,392,mbour,thiarene h2,senegal,7,3,-4.40412883175351,0.0,15.7668346,-13.47659022,15.75,-13.5,15.71702669,-13.36263999,-1.3889042735099792,-1.4455137252807617,1.5,0.4,-2.0787097215652466,-0.3999999999999999,81459134.1193917,0.15360246360851137,0.043840330608703224
147,1622,matam,wodabe,senegal,9,0,-3.27180863067279,,15.54077403,-13.24904558,15.55,-13.25,15.6680352,-13.36263999,-1.421538233757019,-1.421538233757019,1.0,0.4,-1.421538233757019,0.10000000000000009,25482874.922935735,0.14071257896116265,0.17870419711314503
148,1138,kaolack,payemar biram,senegal,5,0,-2.65296692236054,,13.95111667,-16.14733245,13.95,-16.15,13.9817835,-16.18754008,-1.5457744598388672,-1.638177514076233,2.0,0.1,-3.0915489196777344,-0.09999999999999998,40611737.75569371,0.20103158538804963,1.4886309974495417
149,1517,kanel,dirou dirou,senegal,12,0,-3.6474822710275,,15.28333636,-12.96397454,15.3,-12.95,15.23872587,-13.36263999,-1.461489051580429,-1.4757358729839325,1.25,0.3,-1.8468011915683746,0.3666666666666667,31893940.416139115,0.15974886709565278,0.4535251898699971
150,1765,bakel,woyndou coly,senegal,12,1,-3.36494159874423,1.0,14.09665984,-12.93232536,14.1,-12.95,14.0770377,-13.36263999,-1.5115109086036682,-1.55319344997406,1.75,0.6,-2.621065706014633,0.06666666666666665,85401733.72708674,0.2061269334519898,0.2752867151445935
151,1724,bignona,kuba loulou,senegal,5,1,-3.4947845824121,0.0,12.86870668,-16.64374447,12.85,-16.65,12.89534328,-16.73379647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14805049243306814,0.0
152,1516,kanel,dirou dirou,senegal,19,2,-3.69428729677009,1.0,15.28333636,-12.96397454,15.3,-12.95,15.23872587,-13.36263999,-1.461489051580429,-1.4757358729839325,1.25,0.3,-1.8468011915683746,0.3666666666666667,31893940.416139115,0.15974886709565278,0.4535251898699971
153,1729,bignona,couba,senegal,3,2,-3.41857720617924,0.0,12.86870668,-16.64374447,12.85,-16.65,12.89534328,-16.73379647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14805049243306814,0.0
154,1791,sedhiou,boufaraghore,senegal,6,0,-3.16715338292197,,13.22542691,-15.64955829,13.25,-15.65,13.1909904,-15.63622426,-1.929285705089569,-2.2999011278152466,3.0,0.2,-5.7878570556640625,-0.19999999999999973,71245694.11650519,0.23977122198783726,1.5988430947993189
155,1575,ranerou,teguinguel,senegal,10,0,-3.85872542639279,,15.00226737,-14.67912165,15.0,-14.7,15.03429087,-14.76136369,-1.3658040523529054,-1.3658040523529054,1.0,0.5,-1.3658040523529054,-0.5,22577978.458342873,0.1784930611663862,0.7098850490197497
156,1148,kaolack,paymarwolof,senegal,6,1,-2.67207591160144,1.0,13.86394,-16.14206,13.85,-16.15,13.91746854,-16.18754008,-1.6285958290100098,-1.7777892351150513,2.0,0.1,-3.2571916580200195,-0.09999999999999998,40611737.75569371,0.20052212203270764,0.7827796485847551
157,1712,bignona,hilole,senegal,9,0,-2.9611840879292,,12.85643014,-16.67789504,12.85,-16.7,12.89534328,-16.73379647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17822202154826144,0.0
158,1619,matam,wodabe,senegal,6,0,-3.1008991564096,,15.54077403,-13.24904558,15.55,-13.25,15.6680352,-13.36263999,-1.421538233757019,-1.421538233757019,1.0,0.4,-1.421538233757019,0.10000000000000009,25482874.922935735,0.14071257896116265,0.17870419711314503
159,1167,nioro,sonkorong,senegal,16,1,-3.09301835791396,1.0,13.76929622,-15.58749555,13.75,-15.6,13.7751637,-15.63622426,-1.5440368354320526,-1.5532322824001312,1.25,0.3,-2.0659200847148895,0.3666666666666667,50659863.85210458,0.19663758423320404,-0.08080332217535056
160,873,fatick,belky diane,senegal,8,1,-3.94666973774926,1.0,,,,,14.72402296,-17.45998489,,,,,,,,,
161,1615,matam,wodabe,senegal,8,0,-3.96226694064065,,15.54077403,-13.24904558,15.55,-13.25,15.6680352,-13.36263999,-1.421538233757019,-1.421538233757019,1.0,0.4,-1.421538233757019,0.10000000000000009,25482874.922935735,0.14071257896116265,0.17870419711314503
162,1614,matam,wodabe,senegal,14,0,-4.89706475793382,,15.54077403,-13.24904558,15.55,-13.25,15.6680352,-13.36263999,-1.421538233757019,-1.421538233757019,1.0,0.4,-1.421538233757019,0.10000000000000009,25482874.922935735,0.14071257896116265,0.17870419711314503
163,1172,nioro,sonkorong,senegal,13,1,-2.76945112588939,1.0,13.76929622,-15.58749555,13.75,-15.6,13.7751637,-15.63622426,-1.5440368354320526,-1.5532322824001312,1.25,0.3,-2.0659200847148895,0.3666666666666667,50659863.85210458,0.19663758423320404,-0.08080332217535056
164,389,mbour,thiarene h2,senegal,8,1,-3.68285934269636,1.0,15.7668346,-13.47659022,15.75,-13.5,15.71702669,-13.36263999,-1.3889042735099792,-1.4455137252807617,1.5,0.4,-2.0787097215652466,-0.3999999999999999,81459134.1193917,0.15360246360851137,0.043840330608703224
165,876,fatick,belky,senegal,17,6,-2.8825794847221,1.0,14.5609965,-16.33790165,14.55,-16.35,14.50274052,-16.39672928,-1.4299193620681763,-1.4519524574279785,1.5,0.2,-2.2271275520324707,-0.19999999999999973,31678417.24061081,0.1853502204038461,1.3922576016329171
166,1793,sedhiou,boufaradong,senegal,15,0,-3.95437681781662,,13.22542691,-15.64955829,13.25,-15.65,13.1909904,-15.63622426,-1.929285705089569,-2.2999011278152466,3.0,0.2,-5.7878570556640625,-0.19999999999999973,71245694.11650519,0.23977122198783726,1.5988430947993189
167,871,fatick,belky,senegal,16,4,-2.91104904100425,1.0,14.5609965,-16.33790165,14.55,-16.35,14.50274052,-16.39672928,-1.4299193620681763,-1.4519524574279785,1.5,0.2,-2.2271275520324707,-0.19999999999999973,31678417.24061081,0.1853502204038461,1.3922576016329171
168,1730,bignona,hilole,senegal,8,5,-2.44218598264168,1.0,12.85643014,-16.67789504,12.85,-16.7,12.89534328,-16.73379647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17822202154826144,0.0
169,1405,matam,mbaname,senegal,9,1,-3.69047046574001,0.0,,,,,14.72402296,-17.45998489,,,,,,,,,
170,1156,nioro,sonkorong,senegal,7,0,-2.23600344223632,,13.76929622,-15.58749555,13.75,-15.6,13.7751637,-15.63622426,-1.5440368354320526,-1.5532322824001312,1.25,0.3,-2.0659200847148895,0.3666666666666667,50659863.85210458,0.19663758423320404,-0.08080332217535056
171,1525,kanel,gouricky samba diome,senegal,11,1,-3.76812660142591,1.0,15.43737252,-12.9487353,15.45,-12.95,15.38130032,-13.36263999,-1.4474821885426838,-1.4672706921895344,1.5,0.4,-2.1419710318247476,0.10000000000000009,85355231.55337082,0.14779779928913006,0.3649015351089709
172,1719,bignona,hilole,senegal,7,2,-2.40058448138138,0.0,12.85643014,-16.67789504,12.85,-16.7,12.89534328,-16.73379647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17822202154826144,0.0
173,877,fatick,belky,senegal,6,1,-4.32647269606761,1.0,14.5609965,-16.33790165,14.55,-16.35,14.50274052,-16.39672928,-1.4299193620681763,-1.4519524574279785,1.5,0.2,-2.2271275520324707,-0.19999999999999973,31678417.24061081,0.1853502204038461,1.3922576016329171
174,869,fatick,beredji de diane,senegal,18,0,-4.03992307632655,,,,,,14.72402296,-17.45998489,,,,,,,,,
175,1683,bakel,madina ii,senegal,7,0,-4.4101683657838,,13.87045621,-13.53422477,13.85,-13.55,13.91746854,-13.6728487,-1.578276534875234,-1.5884703397750854,1.3333333333333333,0.4,-2.0214860439300537,0.10000000000000031,40819225.064365804,0.22059747124280946,0.4684310280401265
176,874,fatick,beredji de diane,senegal,6,0,-4.86765826869396,,,,,,14.72402296,-17.45998489,,,,,,,,,
177,396,mbour,thiarene h2,senegal,9,1,-4.39879726551618,1.0,15.7668346,-13.47659022,15.75,-13.5,15.71702669,-13.36263999,-1.3889042735099792,-1.4455137252807617,1.5,0.4,-2.0787097215652466,-0.3999999999999999,81459134.1193917,0.15360246360851137,0.043840330608703224
178,1718,bignona,hilole,senegal,8,1,-3.04417178985243,0.0,12.85643014,-16.67789504,12.85,-16.7,12.89534328,-16.73379647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17822202154826144,0.0
179,1758,bakel,senobode,senegal,4,0,-4.12050340107485,,14.09665984,-12.93232536,14.1,-12.95,14.0770377,-13.36263999,-1.5115109086036682,-1.55319344997406,1.75,0.6,-2.621065706014633,0.06666666666666665,85401733.72708674,0.2061269334519898,0.2752867151445935
180,1164,nioro,ndakhar,senegal,7,1,-4.07797306187274,1.0,13.76929622,-15.58749555,13.75,-15.6,13.7751637,-15.63622426,-1.5440368354320526,-1.5532322824001312,1.25,0.3,-2.0659200847148895,0.3666666666666667,50659863.85210458,0.19663758423320404,-0.08080332217535056
181,1803,sedhiou,boufaradong,senegal,15,2,-3.26391850784877,0.0,13.22542691,-15.64955829,13.25,-15.65,13.1909904,-15.63622426,-1.929285705089569,-2.2999011278152466,3.0,0.2,-5.7878570556640625,-0.19999999999999973,71245694.11650519,0.23977122198783726,1.5988430947993189
182,1528,kanel,gouriky samba diome,senegal,27,1,-3.40493343470576,0.0,15.43737252,-12.9487353,15.45,-12.95,15.38130032,-13.36263999,-1.4474821885426838,-1.4672706921895344,1.5,0.4,-2.1419710318247476,0.10000000000000009,85355231.55337082,0.14779779928913006,0.3649015351089709
183,1796,sedhiou,sare seny diallo,senegal,7,1,-3.68778514322368,0.0,13.08996882,-15.08650342,13.1,-15.1,13.09404416,-14.93936134,-1.417853527598911,-1.523751205868191,1.5,0.6,-2.334517889552646,0.7333333333333332,125165305.56623083,0.24607206125133083,0.4552463343597464
184,1161,nioro,sonkorong,senegal,8,1,-4.34702650839225,1.0,13.76929622,-15.58749555,13.75,-15.6,13.7751637,-15.63622426,-1.5440368354320526,-1.5532322824001312,1.25,0.3,-2.0659200847148895,0.3666666666666667,50659863.85210458,0.19663758423320404,-0.08080332217535056
185,1801,sedhiou,boufaraghor,senegal,12,1,-3.80695466926886,0.0,13.22542691,-15.64955829,13.25,-15.65,13.1909904,-15.63622426,-1.929285705089569,-2.2999011278152466,3.0,0.2,-5.7878570556640625,-0.19999999999999973,71245694.11650519,0.23977122198783726,1.5988430947993189
186,1736,bakel,ndiaye counda,senegal,9,0,-4.09058009994752,1.0,14.1372415,-15.49080373,14.15,-15.5,14.13637726,-15.5307987,-1.5200930833816528,-1.6106274127960205,2.0,0.2,-3.0401861667633057,-0.19999999999999973,30258285.749561816,0.19275533250256532,1.8791337657119103
187,875,fatick,beredji de diane,senegal,10,4,-3.59987164077313,1.0,,,,,14.72402296,-17.45998489,,,,,,,,,
188,1728,bignona,hilole,senegal,3,3,-3.39195224537264,0.0,12.85643014,-16.67789504,12.85,-16.7,12.89534328,-16.73379647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17822202154826144,0.0
189,1452,kanel,gourel yero njiba,senegal,15,0,-3.1941524949869,,15.41865156,-13.18384815,15.4,-13.2,15.38130032,-13.36263999,-1.413404494524002,-1.4225374460220337,1.25,0.3,-1.7538409531116486,0.3666666666666667,31893940.416139115,0.16208018723711468,0.2595341742764887
190,1682,bakel,medina ii,senegal,7,0,-4.22293118181975,,13.87045621,-13.53422477,13.85,-13.55,13.91746854,-13.6728487,-1.578276534875234,-1.5884703397750854,1.3333333333333333,0.4,-2.0214860439300537,0.10000000000000031,40819225.064365804,0.22059747124280946,0.4684310280401265
191,1390,matam,mbaname,senegal,12,1,-3.27180863067279,1.0,,,,,14.72402296,-17.45998489,,,,,,,,,
192,1800,sedhiou,boufaraghore,senegal,19,1,-3.47128053612487,1.0,13.22542691,-15.64955829,13.25,-15.65,13.1909904,-15.63622426,-1.929285705089569,-2.2999011278152466,3.0,0.2,-5.7878570556640625,-0.19999999999999973,71245694.11650519,0.23977122198783726,1.5988430947993189
193,1869,podor,fanaye,senegal,9,0,-3.67315876431289,,16.52599054,-15.22269493,16.55,-15.2,16.47147469,-15.27583107,-1.4163707494735718,-1.4776710271835327,1.3333333333333333,0.3,-1.8759554624557495,-0.30000000000000004,153771383.6199495,0.13955652235616364,0.6243477840838064
194,1170,nioro,sonkorong,senegal,9,1,-4.08944094680049,1.0,13.76929622,-15.58749555,13.75,-15.6,13.7751637,-15.63622426,-1.5440368354320526,-1.5532322824001312,1.25,0.3,-2.0659200847148895,0.3666666666666667,50659863.85210458,0.19663758423320404,-0.08080332217535056
195,4714,bignona,hilole,senegal,10,0,-4.254856094412,,12.85643014,-16.67789504,12.85,-16.7,12.89534328,-16.73379647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17822202154826144,0.0
